pattern,batch-size,algo,bs_position,precision,device_name,mean,median,iqr,times
"[[16, 256, 256, 1], [1, 64, 256, 16]]",25088,bmm,bs_first,fp32,Tesla_V100-PCIE-32GB,0.007658622570161242,0.007658622570161242,0.0,[0.007658622570161242]
